"A","Bilanca odhodkov","",""
"2936","Investicije in investicijsko vzdrževanje državnih organov","6844 6844 1472 21,5 21,5",""
"420","Nakup in gradnja osnovnih sredstev","6844 6844 1472 21,5 21,5",""
"62","UPRAVNE ENOTE","82235166 82182366 81551927 99,2 99,2",""
"6201","Upravna enota Ajdovščina","1142170 1153612 1142828 100,1 99,1",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1142170 1153612 1142828 100,1 99,1",""
"0404","Upravne službe na lokalnem nivoju","1142170 1153612 1142828 100,1 99,1",""
"04046201","Administracija upravnih enot","1042170 1102088 1094500 105,0 99,3",""
"4889","Plače","899286 948080 941271 104,7 99,3",""
"400","Plače in drugi izdatki zaposlenim","776766 803770 797212 102,6 99,2",""
"401","Prispevki delodajalcev za socialno varnost","114055 131259 131008 114,9 99,8",""
"402","Izdatki za blago in storitve","8465 13051 13051 154,2 100,0",""
"2660","Materialni stroški","132581 142954 142886 107,8 100,0",""
"402","Izdatki za blago in storitve","132581 142954 142886 107,8 100,0",""
"3608","Investicije in investicijsko vzdrževanje državnih organov","10303 10303 10197 99,0 99,0",""
"420","Nakup in gradnja osnovnih sredstev","10303 10303 10197 99,0 99,0",""
"7389","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 605 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 605 0 - 0,0",""
"402","Izdatki za blago in storitve","0 146 146 - 100,0",""
"04046202","Upravne storitve upravnih enot","100000 51524 48328 48,3 93,8",""
"3677","Vplačane tiskovine","100000 51524 48328 48,3 93,8",""
"402","Izdatki za blago in storitve","100000 51524 48328 48,3 93,8",""
"6202","Upravna enota Brežice","1274104 1267250 1265536 99,3 99,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1274104 1267250 1265536 99,3 99,9",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","1209104 1214032 1212696 100,3 99,9",""
"4892","Plače","1010093 1005142 1004780 99,5 100,0",""
"400","Plače in drugi izdatki zaposlenim","855731 855354 854998 99,9 100,0",""
"401","Prispevki delodajalcev za socialno varnost","142362 137423 137417 96,5 100,0",""
"402","Izdatki za blago in storitve","12000 12365 12365 103,0 100,0",""
"2661","Materialni stroški","187761 205181 205179 109,3 100,0",""
"402","Izdatki za blago in storitve","187761 205181 205179 109,3 100,0",""
"3609","Investicije in investicijsko vzdrževanje državnih organov","11250 2250 2250 20,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","11250 2250 2250 20,0 100,0",""
"7964","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 1459 486 - 33,3",""
"420","Nakup in gradnja osnovnih sredstev","0 1459 486 - 33,3",""
"04046202","Upravne storitve upravnih enot","65000 53218 52841 81,3 99,3",""
"3720","Vplačane tiskovine","65000 53218 52841 81,3 99,3",""
"402","Izdatki za blago in storitve","65000 53218 52841 81,3 99,3",""
"6203","Upravna enota Celje","2882962 2928364 2909330 100,9 99,4",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2882962 2928364 2909330 100,9 99,4",""
"0404","Upravne službe na lokalnem nivoju","2882962 2928364 2909330 100,9 99,4",""
"04046201","Administracija upravnih enot","2503996 2748634 2734755 109,2 99,5",""
"4895","Plače","2069810 2214865 2205775 106,6 99,6",""
"400","Plače in drugi izdatki zaposlenim","1744227 1877260 1869896 107,2 99,6",""
"401","Prispevki delodajalcev za socialno varnost","296583 308532 306807 103,5 99,4",""
"402","Izdatki za blago in storitve","29000 29072 29072 100,3 100,0",""
"402","Izdatki za blago in storitve","421667 525268 520794 123,5 99,2",""
"3610","Investicije in investicijsko vzdrževanje državnih organov","12519 8187 8187 65,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","12519 8187 8187 65,4 100,0",""
"7540","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 314 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 314 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","378966 179730 174575 46,1 97,1",""
"3726","Vplačane tiskovine","378966 179730 174575 46,1 97,1",""
"402","Izdatki za blago in storitve","378966 179730 174575 46,1 97,1",""
"6204","Upravna enota Cerknica","1033339 953595 943170 91,3 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1033339 953595 943170 91,3 98,9",""
"0404","Upravne službe na lokalnem nivoju","1033339 953595 943170 91,3 98,9",""
"04046201","Administracija upravnih enot","913339 910182 901531 98,7 99,1",""
"4908","Plače","756477 757026 748672 99,0 98,9",""
"400","Plače in drugi izdatki zaposlenim","640142 637997 632338 98,8 99,1",""
"401","Prispevki delodajalcev za socialno varnost","107335 107829 105448 98,2 97,8",""
"402","Izdatki za blago in storitve","9000 11200 10886 121,0 97,2",""
"2663","Materialni stroški","148516 144696 144495 97,3 99,9",""
"402","Izdatki za blago in storitve","148516 144696 144495 97,3 99,9",""
"3611","Investicije in investicijsko vzdrževanje državnih organov","8346 8346 8251 98,9 98,9",""
"420","Nakup in gradnja osnovnih sredstev","8346 8346 8251 98,9 98,9",""
"7966","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 63 62 - 98,4",""
"420","Nakup in gradnja osnovnih sredstev","0 63 62 - 98,4",""
"402","Izdatki za blago in storitve","0 52 52 - 100,0",""
"04046202","Upravne storitve upravnih enot","120000 43413 41639 34,7 95,9",""
"3734","Vplačane tiskovine","120000 43413 41639 34,7 95,9",""
"402","Izdatki za blago in storitve","120000 43413 41639 34,7 95,9",""
"6205","Upravna enota Črnomelj","934011 918846 909511 97,4 99,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","934011 918846 909511 97,4 99,0",""
"0404","Upravne službe na lokalnem nivoju","934011 918846 909511 97,4 99,0",""
"04046201","Administracija upravnih enot","855039 870521 865095 101,2 99,4",""
"4911","Plače","696136 700382 694971 99,8 99,2",""
"400","Plače in drugi izdatki zaposlenim","590907 595592 590336 99,9 99,1",""
"401","Prispevki delodajalcev za socialno varnost","97274 96573 96418 99,1 99,8",""
"402","Izdatki za blago in storitve","7955 8217 8217 103,3 100,0",""
"402","Izdatki za blago in storitve","151176 156305 156290 103,4 100,0",""
"3612","Investicije in investicijsko vzdrževanje državnih organov","7727 7078 7078 91,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","7727 7078 7078 91,6 100,0",""
"7374","Osnovna sredstva - sredstva odškodnine","0 6756 6756 - 100,0",""
"402","Izdatki za blago in storitve","0 6756 6756 - 100,0",""
"04046202","Upravne storitve upravnih enot","78972 48325 44416 56,2 91,9",""
"402","Izdatki za blago in storitve","76972 45676 44416 57,7 97,2",""
"9223","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","2000 2649 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","2000 2649 0 0,0 0,0",""
"6206","Upravna enota Domžale","1773037 1759362 1746382 98,5 99,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1773037 1759362 1746382 98,5 99,3",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","1524084 1592165 1584229 104,0 99,5",""
"4914","Plače","1252229 1320488 1316073 105,1 99,7",""
"400","Plače in drugi izdatki zaposlenim","1069029 1121460 1117491 104,5 99,7",""
"401","Prispevki delodajalcev za socialno varnost","168820 181434 180988 107,2 99,8",""
"402","Izdatki za blago in storitve","14380 17594 17594 122,4 100,0",""
"2668","Materialni stroški","257584 254768 254277 98,7 99,8",""
"402","Izdatki za blago in storitve","257584 254768 254277 98,7 99,8",""
"3613","Investicije in investicijsko vzdrževanje državnih organov","14021 14021 13879 99,0 99,0",""
"420","Nakup in gradnja osnovnih sredstev","14021 14021 13879 99,0 99,0",""
"8946","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","250 2888 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","250 2888 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","248953 167197 162153 65,1 97,0",""
"3806","Vplačane tiskovine","248953 167197 162153 65,1 97,0",""
"402","Izdatki za blago in storitve","248953 167197 162153 65,1 97,0",""
"6207","Upravna enota Dravograd","607049 593192 585722 96,5 98,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","607049 593192 585722 96,5 98,7",""
"0404","Upravne službe na lokalnem nivoju","607049 593192 585722 96,5 98,7",""
"04046201","Administracija upravnih enot","573445 570499 564393 98,4 98,9",""
"4917","Plače","476597 467929 465640 97,7 99,5",""
"400","Plače in drugi izdatki zaposlenim","409257 396834 394586 96,4 99,4",""
"401","Prispevki delodajalcev za socialno varnost","62090 64745 64726 104,3 100,0",""
"402","Izdatki za blago in storitve","5250 6350 6328 120,5 99,7",""
"402","Izdatki za blago in storitve","91590 93500 93495 102,1 100,0",""
"3614","Investicije in investicijsko vzdrževanje državnih organov","5258 5258 5258 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","5258 5258 5258 100,0 100,0",""
"9184","Oprema - sredstva kupnine od prodaje državnega premoženja","0 3811 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3811 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","33604 22693 21329 63,5 94,0",""
"402","Izdatki za blago in storitve","33604 22693 21329 63,5 94,0",""
"6208","Upravna enota Gornja Radgona","1084189 1047618 1036185 95,6 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1084189 1047618 1036185 95,6 98,9",""
"0404","Upravne službe na lokalnem nivoju","1084189 1047618 1036185 95,6 98,9",""
"04046201","Administracija upravnih enot","1009689 999825 991275 98,2 99,1",""
"4920","Plače","864118 854412 847248 98,1 99,2",""
"400","Plače in drugi izdatki zaposlenim","721730 712538 711601 98,6 99,9",""
"401","Prispevki delodajalcev za socialno varnost","132368 131449 125222 94,6 95,3",""
"402","Izdatki za blago in storitve","10020 10425 10425 104,1 100,0",""
"2671","Materialni stroški","135808 134802 134799 99,3 100,0",""
"402","Izdatki za blago in storitve","135808 134802 134799 99,3 100,0",""
"3615","Investicije in investicijsko vzdrževanje državnih organov","9263 9263 9228 99,6 99,6",""
"420","Nakup in gradnja osnovnih sredstev","9263 9263 9228 99,6 99,6",""
"7542","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","500 1348 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","500 1348 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","74500 47793 44910 60,3 94,0",""
"3828","Vplačane tiskovine","74500 47793 44910 60,3 94,0",""
"402","Izdatki za blago in storitve","74500 47793 44910 60,3 94,0",""
"6209","Upravna enota Grosuplje","1155778 1087898 1082180 93,6 99,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1155778 1087898 1082180 93,6 99,5",""
"0404","Upravne službe na lokalnem nivoju","1155778 1087898 1082180 93,6 99,5",""
"04046201","Administracija upravnih enot","944700 1006555 1001187 106,0 99,5",""
"4935","Plače","753405 829125 824321 109,4 99,4",""
"400","Plače in drugi izdatki zaposlenim","646765 705918 701126 108,4 99,3",""
"401","Prispevki delodajalcev za socialno varnost","97140 113229 113218 116,6 100,0",""
"402","Izdatki za blago in storitve","9500 9978 9978 105,0 100,0",""
"2672","Materialni stroški","186224 172359 171833 92,3 99,7",""
"402","Izdatki za blago in storitve","186224 172359 171833 92,3 99,7",""
"3616","Investicije in investicijsko vzdrževanje državnih organov","5071 5071 5033 99,3 99,3",""
"420","Nakup in gradnja osnovnih sredstev","5071 5071 5033 99,3 99,3",""
"04046202","Upravne storitve upravnih enot","211078 81343 80993 38,4 99,6",""
"3861","Vplačane tiskovine","211078 81343 80993 38,4 99,6",""
"402","Izdatki za blago in storitve","211078 81343 80993 38,4 99,6",""
"6210","Upravna enota Hrastnik","543387 549956 547813 100,8 99,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","543387 549956 547813 100,8 99,6",""
"0404","Upravne službe na lokalnem nivoju","543387 549956 547813 100,8 99,6",""
"04046201","Administracija upravnih enot","509683 524362 523241 102,7 99,8",""
"4938","Plače","418647 435268 434196 103,7 99,8",""
"400","Plače in drugi izdatki zaposlenim","349855 364657 363693 104,0 99,7",""
"401","Prispevki delodajalcev za socialno varnost","63526 65847 65738 103,5 99,8",""
"402","Izdatki za blago in storitve","5266 4765 4765 90,5 100,0",""
"2675","Materialni stroški","85786 83804 83804 97,7 100,0",""
"402","Izdatki za blago in storitve","85786 83804 83804 97,7 100,0",""
"3617","Investicije in investicijsko vzdrževanje državnih organov","5250 5250 5241 99,8 99,8",""
"420","Nakup in gradnja osnovnih sredstev","5250 5250 5241 99,8 99,8",""
"7354","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 40 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 40 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","33704 25594 24571 72,9 96,0",""
"3870","Vplačane tiskovine","33704 25594 24571 72,9 96,0",""
"402","Izdatki za blago in storitve","33704 25594 24571 72,9 96,0",""
"6211","Upravna enota Idrija","829783 821447 813139 98,0 99,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","829783 821447 813139 98,0 99,0",""
"0404","Upravne službe na lokalnem nivoju","829783 821447 813139 98,0 99,0",""
"04046201","Administracija upravnih enot","774783 783118 776444 100,2 99,2",""
"4941","Plače","677553 685344 678688 100,2 99,0",""
"400","Plače in drugi izdatki zaposlenim","563585 570466 566656 100,5 99,3",""
"401","Prispevki delodajalcev za socialno varnost","100263 105902 103057 102,8 97,3",""
"402","Izdatki za blago in storitve","13705 8976 8976 65,5 100,0",""
"402","Izdatki za blago in storitve","90219 90757 90757 100,6 100,0",""
"3618","Investicije in investicijsko vzdrževanje državnih organov","7011 7011 6998 99,8 99,8",""
"420","Nakup in gradnja osnovnih sredstev","7011 7011 6998 99,8 99,8",""
"7865","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 7 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 7 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","55000 38329 36695 66,7 95,7",""
"3872","Vplačane tiskovine","55000 38329 36695 66,7 95,7",""
"402","Izdatki za blago in storitve","55000 38329 36695 66,7 95,7",""
"6212","Upravna enota Ilirska Bistrica","816593 865727 862895 105,7 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","816593 865727 862895 105,7 99,7",""
"0404","Upravne službe na lokalnem nivoju","816593 865727 862895 105,7 99,7",""
"04046201","Administracija upravnih enot","767441 824371 823499 107,3 99,9",""
"4944","Plače","651547 693282 692485 106,3 99,9",""
"400","Plače in drugi izdatki zaposlenim","536477 576801 576072 107,4 99,9",""
"401","Prispevki delodajalcev za socialno varnost","102684 107511 107443 104,6 99,9",""
"402","Izdatki za blago in storitve","12386 8970 8970 72,4 100,0",""
"402","Izdatki za blago in storitve","110261 125001 124939 113,3 100,0",""
"3619","Investicije in investicijsko vzdrževanje državnih organov","5633 5633 5624 99,8 99,8",""
"420","Nakup in gradnja osnovnih sredstev","5633 5633 5624 99,8 99,8",""
"5276","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 455 452 - 99,4",""
"420","Nakup in gradnja osnovnih sredstev","0 455 452 - 99,4",""
"04046202","Upravne storitve upravnih enot","49152 41356 39395 80,2 95,3",""
"3873","Vplačane tiskovine","49152 41356 39395 80,2 95,3",""
"402","Izdatki za blago in storitve","49152 41356 39395 80,2 95,3",""
"6213","Upravna enota Izola","747466 768714 766367 102,5 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","747466 768714 766367 102,5 99,7",""
"0404","Upravne službe na lokalnem nivoju","747466 768714 766367 102,5 99,7",""
"04046201","Administracija upravnih enot","700717 722554 721757 103,0 99,9",""
"4947","Plače","586026 611223 610458 104,2 99,9",""
"400","Plače in drugi izdatki zaposlenim","497752 518957 518196 104,1 99,9",""
"401","Prispevki delodajalcev za socialno varnost","81136 83893 83888 103,4 100,0",""
"402","Izdatki za blago in storitve","7138 8374 8374 117,3 100,0",""
"2684","Materialni stroški","105213 108489 108475 103,1 100,0",""
"402","Izdatki za blago in storitve","105213 108489 108475 103,1 100,0",""
"3620","Investicije in investicijsko vzdrževanje državnih organov","5206 2825 2825 54,3 100,0",""
"420","Nakup in gradnja osnovnih sredstev","5206 2825 2825 54,3 100,0",""
"7840","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","4173 12 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","4173 12 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","100 5 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","46749 46160 44609 95,4 96,6",""
"3874","Vplačane tiskovine","46749 46160 44609 95,4 96,6",""
"402","Izdatki za blago in storitve","46749 46160 44609 95,4 96,6",""
"6214","Upravna enota Jesenice","1320117 1252104 1244763 94,3 99,4",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1320117 1252104 1244763 94,3 99,4",""
"0404","Upravne službe na lokalnem nivoju","1320117 1252104 1244763 94,3 99,4",""
"04046201","Administracija upravnih enot","1168117 1172337 1168853 100,1 99,7",""
"4950","Plače","956410 958230 954892 99,8 99,7",""
"400","Plače in drugi izdatki zaposlenim","802380 814268 812456 101,3 99,8",""
"401","Prispevki delodajalcev za socialno varnost","131760 132733 131206 99,6 98,9",""
"402","Izdatki za blago in storitve","22270 11229 11229 50,4 100,0",""
"402","Izdatki za blago in storitve","199791 202191 202077 101,1 99,9",""
"3621","Investicije in investicijsko vzdrževanje državnih organov","11916 11916 11884 99,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","11916 11916 11884 99,7 99,7",""
"04046202","Upravne storitve upravnih enot","152000 79768 75910 49,9 95,2",""
"3877","Vplačane tiskovine","152000 79768 75910 49,9 95,2",""
"402","Izdatki za blago in storitve","152000 79768 75910 49,9 95,2",""
"6215","Upravna enota Kamnik","1130970 1127585 1123865 99,4 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1130970 1127585 1123865 99,4 99,7",""
"0404","Upravne službe na lokalnem nivoju","1130970 1127585 1123865 99,4 99,7",""
"04046201","Administracija upravnih enot","989335 1046233 1043522 105,5 99,7",""
"4964","Plače","836764 889111 887427 106,1 99,8",""
"400","Plače in drugi izdatki zaposlenim","701897 753007 751417 107,1 99,8",""
"401","Prispevki delodajalcev za socialno varnost","115730 123601 123508 106,7 99,9",""
"402","Izdatki za blago in storitve","19137 12503 12503 65,3 100,0",""
"2690","Materialni stroški","143206 147139 147138 102,8 100,0",""
"402","Izdatki za blago in storitve","143206 147139 147138 102,8 100,0",""
"3622","Investicije in investicijsko vzdrževanje državnih organov","9000 8957 8957 99,5 100,0",""
"420","Nakup in gradnja osnovnih sredstev","9000 8957 8957 99,5 100,0",""
"8970","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","365 1027 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","365 1027 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","141635 81351 80344 56,7 98,8",""
"402","Izdatki za blago in storitve","141635 81351 80344 56,7 98,8",""
"6216","Upravna enota Kočevje","844975 832316 820288 97,1 98,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","844975 832316 820288 97,1 98,6",""
"0404","Upravne službe na lokalnem nivoju","844975 832316 820288 97,1 98,6",""
"04046201","Administracija upravnih enot","798975 795082 784484 98,2 98,7",""
"4967","Plače","663390 660184 651502 98,2 98,7",""
"400","Plače in drugi izdatki zaposlenim","564180 559774 552983 98,0 98,8",""
"401","Prispevki delodajalcev za socialno varnost","92210 92610 90756 98,4 98,0",""
"402","Izdatki za blago in storitve","7000 7800 7762 110,9 99,5",""
"2692","Materialni stroški","127585 125051 124988 98,0 100,0",""
"402","Izdatki za blago in storitve","127585 125051 124988 98,0 100,0",""
"3623","Investicije in investicijsko vzdrževanje državnih organov","8000 8000 7995 99,9 99,9",""
"420","Nakup in gradnja osnovnih sredstev","8000 8000 7995 99,9 99,9",""
"5303","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 450 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 450 0 - 0,0",""
"7359","Prevozna sredstva - sredstva odškodnine","0 1397 0 - 0,0",""
"402","Izdatki za blago in storitve","0 1397 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","46000 37234 35803 77,8 96,2",""
"402","Izdatki za blago in storitve","46000 37234 35803 77,8 96,2",""
"6217","Upravna enota Koper","1714738 1777082 1767225 103,1 99,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1714738 1777082 1767225 103,1 99,5",""
"0404","Upravne službe na lokalnem nivoju","1714738 1777082 1767225 103,1 99,5",""
"04046201","Administracija upravnih enot","1464738 1620975 1615869 110,3 99,7",""
"4976","Plače","1176100 1312237 1307652 111,2 99,7",""
"400","Plače in drugi izdatki zaposlenim","980500 1117334 1113723 113,6 99,7",""
"401","Prispevki delodajalcev za socialno varnost","166600 179807 178835 107,3 99,5",""
"402","Izdatki za blago in storitve","29000 15095 15095 52,1 100,0",""
"2695","Materialni stroški","275098 295198 294680 107,1 99,8",""
"402","Izdatki za blago in storitve","275098 295198 294680 107,1 99,8",""
"3624","Investicije in investicijsko vzdrževanje državnih organov","13540 13540 13537 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","13540 13540 13537 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","250000 156107 151356 60,5 97,0",""
"3888","Vplačane tiskovine","250000 156107 151356 60,5 97,0",""
"402","Izdatki za blago in storitve","250000 156107 151356 60,5 97,0",""
"6218","Upravna enota Kranj","2945706 2913088 2903203 98,6 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2945706 2913088 2903203 98,6 99,7",""
"0404","Upravne službe na lokalnem nivoju","2945706 2913088 2903203 98,6 99,7",""
"04046201","Administracija upravnih enot","2600634 2742543 2733031 105,1 99,7",""
"4993","Plače","2222689 2324598 2315405 104,2 99,6",""
"400","Plače in drugi izdatki zaposlenim","1899707 1949686 1940871 102,2 99,6",""
"401","Prispevki delodajalcev za socialno varnost","297678 346828 346450 116,4 99,9",""
"402","Izdatki za blago in storitve","25304 28084 28084 111,0 100,0",""
"402","Izdatki za blago in storitve","357080 397080 396761 111,1 99,9",""
"3625","Investicije in investicijsko vzdrževanje državnih organov","20865 20865 20865 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","20865 20865 20865 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","345072 170545 170173 49,3 99,8",""
"3895","Vplačane tiskovine","345072 170545 170173 49,3 99,8",""
"402","Izdatki za blago in storitve","345072 170545 170173 49,3 99,8",""
"6219","Upravna enota Krško","1371507 1370072 1362392 99,3 99,4",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1371507 1370072 1362392 99,3 99,4",""
"0404","Upravne službe na lokalnem nivoju","1371507 1370072 1362392 99,3 99,4",""
"04046201","Administracija upravnih enot","1269026 1306714 1301952 102,6 99,6",""
"5058","Plače","1073810 1090695 1086580 101,2 99,6",""
"400","Plače in drugi izdatki zaposlenim","888000 915986 911895 102,7 99,6",""
"401","Prispevki delodajalcev za socialno varnost","174810 160634 160609 91,9 100,0",""
"402","Izdatki za blago in storitve","11000 14076 14076 128,0 100,0",""
"402","Izdatki za blago in storitve","183507 209103 209096 113,9 100,0",""
"3626","Investicije in investicijsko vzdrževanje državnih organov","11500 6276 6276 54,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","11500 6276 6276 54,6 100,0",""
"8971","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","209 640 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","209 640 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","102481 63358 60440 59,0 95,4",""
"3896","Vplačane tiskovine","102481 63358 60440 59,0 95,4",""
"402","Izdatki za blago in storitve","102481 63358 60440 59,0 95,4",""
"6220","Upravna enota Laško","906737 933348 924252 101,9 99,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","906737 933348 924252 101,9 99,0",""
"0404","Upravne službe na lokalnem nivoju","906737 933348 924252 101,9 99,0",""
"04046201","Administracija upravnih enot","831737 885566 878244 105,6 99,2",""
"5070","Plače","665228 713979 712150 107,1 99,7",""
"400","Plače in drugi izdatki zaposlenim","565933 606428 604637 106,8 99,7",""
"401","Prispevki delodajalcev za socialno varnost","91314 98544 98507 107,9 100,0",""
"402","Izdatki za blago in storitve","7981 9006 9006 112,9 100,0",""
"2699","Materialni stroški","157764 155177 155162 98,4 100,0",""
"402","Izdatki za blago in storitve","157764 155177 155162 98,4 100,0",""
"3627","Investicije in investicijsko vzdrževanje državnih organov","8345 10932 10932 131,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","8345 10932 10932 131,0 100,0",""
"7541","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","400 4760 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","400 4760 0 0,0 0,0",""
"402","Izdatki za blago in storitve","0 719 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","75000 47782 46008 61,3 96,3",""
"3897","Vplačane tiskovine","75000 47782 46008 61,3 96,3",""
"402","Izdatki za blago in storitve","75000 47782 46008 61,3 96,3",""
"6221","Upravna enota Lenart","734014 718469 708925 96,6 98,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","734014 718469 708925 96,6 98,7",""
"0404","Upravne službe na lokalnem nivoju","734014 718469 708925 96,6 98,7",""
"04046201","Administracija upravnih enot","680700 679267 671633 98,7 98,9",""
"5073","Plače","579004 563426 559865 96,7 99,4",""
"400","Plače in drugi izdatki zaposlenim","492863 476927 475205 96,4 99,6",""
"401","Prispevki delodajalcev za socialno varnost","79288 79288 77449 97,7 97,7",""
"402","Izdatki za blago in storitve","6853 7211 7211 105,2 100,0",""
"402","Izdatki za blago in storitve","94936 108936 105093 110,7 96,5",""
"3628","Investicije in investicijsko vzdrževanje državnih organov","6760 6760 6675 98,7 98,7",""
"420","Nakup in gradnja osnovnih sredstev","6760 6760 6675 98,7 98,7",""
"7981","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 117 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 117 0 - 0,0",""
"402","Izdatki za blago in storitve","0 29 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","53314 39202 37291 70,0 95,1",""
"3898","Vplačane tiskovine","53314 39202 37291 70,0 95,1",""
"402","Izdatki za blago in storitve","53314 39202 37291 70,0 95,1",""
"6222","Upravna enota Lendava","1164518 1129001 1115909 95,8 98,8",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1164518 1129001 1115909 95,8 98,8",""
"0404","Upravne službe na lokalnem nivoju","",""
