"A","Bilanca odhodkov","",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","899594 868389 864046 96,1 99,5",""
"0404","Upravne službe na lokalnem nivoju","899594 868389 864046 96,1 99,5",""
"04046201","Administracija upravnih enot","858594 833051 830337 96,7 99,7",""
"5097","Plače","744894 717101 714571 95,9 99,7",""
"400","Plače in drugi izdatki zaposlenim","631869 613430 610909 96,7 99,6",""
"401","Prispevki delodajalcev za socialno varnost","113025 103671 103662 91,7 100,0",""
"2729","Materialni stroški","112905 115155 114970 101,8 99,8",""
"402","Izdatki za blago in storitve","112905 115155 114970 101,8 99,8",""
"3636","Investicije in investicijsko vzdrževanje državnih organov","795 795 795 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","795 795 795 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","41000 35339 33709 82,2 95,4",""
"3912","Vplačane tiskovine","41000 35339 33709 82,2 95,4",""
"402","Izdatki za blago in storitve","41000 35339 33709 82,2 95,4",""
"6230","Upravna enota Murska Sobota","2384111 2503165 2483116 104,2 99,2",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2384111 2503165 2483116 104,2 99,2",""
"0404","Upravne službe na lokalnem nivoju","2384111 2503165 2483116 104,2 99,2",""
"04046201","Administracija upravnih enot","2294111 2391936 2382508 103,9 99,6",""
"5100","Plače","1923856 2017859 2008637 104,4 99,5",""
"400","Plače in drugi izdatki zaposlenim","1646635 1735386 1726463 104,9 99,5",""
"401","Prispevki delodajalcev za socialno varnost","277221 282473 282174 101,8 99,9",""
"2731","Materialni stroški","356255 359546 359340 100,9 99,9",""
"402","Izdatki za blago in storitve","356255 359546 359340 100,9 99,9",""
"3637","Investicije in investicijsko vzdrževanje državnih organov","12500 11990 11990 95,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","12500 11990 11990 95,9 100,0",""
"9325","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","1500 2541 2541 169,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1500 2541 2541 169,4 100,0",""
"04046202","Upravne storitve upravnih enot","90000 111230 100607 111,8 90,5",""
"3919","Vplačane tiskovine","90000 111230 100607 111,8 90,5",""
"402","Izdatki za blago in storitve","90000 111230 100607 111,8 90,5",""
"6231","Upravna enota Nova Gorica","2584939 2632412 2586292 100,1 98,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2584939 2632412 2586292 100,1 98,3",""
"0404","Upravne službe na lokalnem nivoju","2584939 2632412 2586292 100,1 98,3",""
"04046201","Administracija upravnih enot","2483855 2514582 2479239 99,8 98,6",""
"5103","Plače","2153896 2166495 2135851 99,2 98,6",""
"400","Plače in drugi izdatki zaposlenim","1848526 1861125 1831638 99,1 98,4",""
"401","Prispevki delodajalcev za socialno varnost","305370 305370 304214 99,6 99,6",""
"2734","Materialni stroški","300699 314490 314487 104,6 100,0",""
"402","Izdatki za blago in storitve","300699 314490 314487 104,6 100,0",""
"3638","Investicije in investicijsko vzdrževanje državnih organov","23000 23000 22958 99,8 99,8",""
"420","Nakup in gradnja osnovnih sredstev","23000 23000 22958 99,8 99,8",""
"7547","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","3745 4945 3613 96,5 73,1",""
"420","Nakup in gradnja osnovnih sredstev","3745 4945 3613 96,5 73,1",""
"8941","Osnovna sredstva - sredstva odškodnine","2515 5652 2329 92,6 41,2",""
"420","Nakup in gradnja osnovnih sredstev","2515 5652 2329 92,6 41,2",""
"04046202","Upravne storitve upravnih enot","101084 117830 107054 105,9 90,9",""
"3922","Vplačane tiskovine","101084 117830 107054 105,9 90,9",""
"402","Izdatki za blago in storitve","101084 117830 107054 105,9 90,9",""
"6232","Upravna enota Novo mesto","2601462 2629035 2599024 99,9 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2601462 2629035 2599024 99,9 98,9",""
"0404","Upravne službe na lokalnem nivoju","2601462 2629035 2599024 99,9 98,9",""
"04046201","Administracija upravnih enot","2451462 2494379 2473555 100,9 99,2",""
"5106","Plače","2006866 2068062 2056560 102,5 99,4",""
"400","Plače in drugi izdatki zaposlenim","1680634 1744929 1736799 103,3 99,5",""
"401","Prispevki delodajalcev za socialno varnost","326232 323133 319760 98,0 99,0",""
"402","Izdatki za blago in storitve","432838 413368 412178 95,2 99,7",""
"3639","Investicije in investicijsko vzdrževanje državnih organov","7000 7000 4817 68,8 68,8",""
"420","Nakup in gradnja osnovnih sredstev","7000 7000 4817 68,8 68,8",""
"6810","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","4758 5948 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","4758 5948 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","150000 134656 125470 83,7 93,2",""
"3926","Vplačane tiskovine","150000 134656 125470 83,7 93,2",""
"402","Izdatki za blago in storitve","150000 134656 125470 83,7 93,2",""
"6233","Upravna enota Ormož","880004 895305 882577 100,3 98,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","880004 895305 882577 100,3 98,6",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","846004 865213 853753 100,9 98,7",""
"5109","Plače","724696 740905 729642 100,7 98,5",""
"400","Plače in drugi izdatki zaposlenim","620547 635622 626141 100,9 98,5",""
"401","Prispevki delodajalcev za socialno varnost","104149 105283 103502 99,4 98,3",""
"2740","Materialni stroški","116567 119567 119438 102,5 99,9",""
"402","Izdatki za blago in storitve","116567 119567 119438 102,5 99,9",""
"3640","Investicije in investicijsko vzdrževanje državnih organov","4741 4741 4672 98,5 98,5",""
"420","Nakup in gradnja osnovnih sredstev","4741 4741 4672 98,5 98,5",""
"04046202","Upravne storitve upravnih enot","34000 30092 28824 84,8 95,8",""
"3927","Vplačane tiskovine","34000 30092 28824 84,8 95,8",""
"402","Izdatki za blago in storitve","34000 30092 28824 84,8 95,8",""
"6234","Upravna enota Pesnica","872340 879172 836795 95,9 95,2",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","872340 879172 836795 95,9 95,2",""
"0404","Upravne službe na lokalnem nivoju","872340 879172 836795 95,9 95,2",""
"04046201","Administracija upravnih enot","827340 840767 799473 96,6 95,1",""
"5112","Plače","721587 734233 698845 96,9 95,2",""
"400","Plače in drugi izdatki zaposlenim","620239 628600 600631 96,8 95,6",""
"401","Prispevki delodajalcev za socialno varnost","101348 105633 98214 96,9 93,0",""
"2741","Materialni stroški","103053 103182 97276 94,4 94,3",""
"402","Izdatki za blago in storitve","103053 103182 97276 94,4 94,3",""
"3641","Investicije in investicijsko vzdrževanje državnih organov","1000 3011 3011 301,1 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1000 3011 3011 301,1 100,0",""
"6808","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","1700 341 341 20,1 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1700 341 341 20,1 100,0",""
"04046202","Upravne storitve upravnih enot","45000 38405 37321 82,9 97,2",""
"3928","Vplačane tiskovine","45000 38405 37321 82,9 97,2",""
"402","Izdatki za blago in storitve","45000 38405 37321 82,9 97,2",""
"6235","Upravna enota Piran","983711 998244 981557 99,8 98,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","983711 998244 981557 99,8 98,3",""
"0404","Upravne službe na lokalnem nivoju","983711 998244 981557 99,8 98,3",""
"04046201","Administracija upravnih enot","934311 947475 932991 99,9 98,5",""
"5115","Plače","767102 781093 769708 100,3 98,5",""
"400","Plače in drugi izdatki zaposlenim","649559 674008 663249 102,1 98,4",""
"401","Prispevki delodajalcev za socialno varnost","117543 107085 106459 90,6 99,4",""
"2743","Materialni stroški","153796 153948 153944 100,1 100,0",""
"402","Izdatki za blago in storitve","153796 153948 153944 100,1 100,0",""
"3642","Investicije in investicijsko vzdrževanje državnih organov","4590 4548 4548 99,1 100,0",""
"420","Nakup in gradnja osnovnih sredstev","4590 4548 4548 99,1 100,0",""
"7730","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","7406 6105 3812 51,5 62,5",""
"420","Nakup in gradnja osnovnih sredstev","7406 6105 3812 51,5 62,5",""
"8947","Osnovna sredstva - sredstva odškodnine","1417 1782 978 69,0 54,9",""
"402","Izdatki za blago in storitve","1417 1782 978 69,0 54,9",""
"04046202","Upravne storitve upravnih enot","49400 50769 48566 98,3 95,7",""
"3929","Vplačane tiskovine","49400 50769 48566 98,3 95,7",""
"402","Izdatki za blago in storitve","49400 50769 48566 98,3 95,7",""
"6236","Upravna enota Postojna","1041345 1086557 1060220 101,8 97,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1041345 1086557 1060220 101,8 97,6",""
"0404","Upravne službe na lokalnem nivoju","1041345 1086557 1060220 101,8 97,6",""
"04046201","Administracija upravnih enot","987185 1039005 1016835 103,0 97,9",""
"5118","Plače","827550 879370 858215 103,7 97,6",""
"400","Plače in drugi izdatki zaposlenim","717436 760267 739966 103,1 97,3",""
"401","Prispevki delodajalcev za socialno varnost","110114 119103 118249 107,4 99,3",""
"2745","Materialni stroški","150635 152734 152734 101,4 100,0",""
"402","Izdatki za blago in storitve","150635 152734 152734 101,4 100,0",""
"3643","Investicije in investicijsko vzdrževanje državnih organov","7985 5886 5886 73,7 100,0",""
"420","Nakup in gradnja osnovnih sredstev","7985 5886 5886 73,7 100,0",""
"7726","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","1015 1015 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","1015 1015 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","54160 47552 43384 80,1 91,2",""
"3943","Vplačane tiskovine","54160 47552 43384 80,1 91,2",""
"402","Izdatki za blago in storitve","54160 47552 43384 80,1 91,2",""
"6237","Upravna enota Ptuj","2453328 2532561 2511117 102,4 99,2",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2453328 2532561 2511117 102,4 99,2",""
"0404","Upravne službe na lokalnem nivoju","2453328 2532561 2511117 102,4 99,2",""
"04046201","Administracija upravnih enot","2303828 2403150 2393706 103,9 99,6",""
"5121","Plače","1967721 2054609 2047353 104,1 99,7",""
"400","Plače in drugi izdatki zaposlenim","1683062 1768066 1761659 104,7 99,6",""
"401","Prispevki delodajalcev za socialno varnost","284659 286543 285694 100,4 99,7",""
"402","Izdatki za blago in storitve","317085 329405 327473 103,3 99,4",""
"3644","Investicije in investicijsko vzdrževanje državnih organov","18800 18800 18658 99,3 99,3",""
"420","Nakup in gradnja osnovnih sredstev","18800 18800 18658 99,3 99,3",""
"6815","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","222 222 222 100,0 100,0",""
"402","Izdatki za blago in storitve","222 222 222 100,0 100,0",""
"7481","Osnovna sredstva - sredstva odškodnine","0 114 0 - 0,0",""
"402","Izdatki za blago in storitve","0 114 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","149500 129411 117411 78,5 90,7",""
"3944","Vplačane tiskovine","149500 129411 117411 78,5 90,7",""
"402","Izdatki za blago in storitve","149500 129411 117411 78,5 90,7",""
"6238","Upravna enota Radlje ob Dravi","762754 773417 760629 99,7 98,4",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","762754 773417 760629 99,7 98,4",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","703754 736808 726373 103,2 98,6",""
"5124","Plače","581742 614062 607010 104,3 98,9",""
"400","Plače in drugi izdatki zaposlenim","491881 523610 517077 105,1 98,8",""
"401","Prispevki delodajalcev za socialno varnost","89861 90451 89933 100,1 99,4",""
"2748","Materialni stroški","114892 115186 112354 97,8 97,5",""
"402","Izdatki za blago in storitve","114892 115186 112354 97,8 97,5",""
"3645","Investicije in investicijsko vzdrževanje državnih organov","6750 6750 6750 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","6750 6750 6750 100,0 100,0",""
"5320","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","370 810 259 70,0 32,0",""
"420","Nakup in gradnja osnovnih sredstev","370 810 259 70,0 32,0",""
"04046202","Upravne storitve upravnih enot","59000 36609 34256 58,1 93,6",""
"3945","Vplačane tiskovine","59000 36609 34256 58,1 93,6",""
"402","Izdatki za blago in storitve","59000 36609 34256 58,1 93,6",""
"6239","Upravna enota Radovljica","1438599 1411102 1385842 96,3 98,2",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1438599 1411102 1385842 96,3 98,2",""
"0404","Upravne službe na lokalnem nivoju","1438599 1411102 1385842 96,3 98,2",""
"04046201","Administracija upravnih enot","1328215 1342135 1320317 99,4 98,4",""
"5127","Plače","1149623 1160861 1151055 100,1 99,2",""
"400","Plače in drugi izdatki zaposlenim","988634 997346 988103 100,0 99,1",""
"401","Prispevki delodajalcev za socialno varnost","160989 163515 162953 101,2 99,7",""
"2760","Materialni stroški","170552 172534 161992 95,0 93,9",""
"402","Izdatki za blago in storitve","170552 172534 161992 95,0 93,9",""
"3646","Investicije in investicijsko vzdrževanje državnih organov","8040 8040 7270 90,4 90,4",""
"420","Nakup in gradnja osnovnih sredstev","8040 8040 7270 90,4 90,4",""
"9395","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 700 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 700 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","110384 68967 65525 59,4 95,0",""
"3946","Vplačane tiskovine","110384 68967 65525 59,4 95,0",""
"402","Izdatki za blago in storitve","110384 68967 65525 59,4 95,0",""
"6240","Upravna enota Ravne na Koroškem","1083402 1045889 1034661 95,5 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1083402 1045889 1034661 95,5 98,9",""
"0404","Upravne službe na lokalnem nivoju","1083402 1045889 1034661 95,5 98,9",""
"04046201","Administracija upravnih enot","1003402 995069 987303 98,4 99,2",""
"5131","Plače","847739 844146 837351 98,8 99,2",""
"400","Plače in drugi izdatki zaposlenim","722505 718717 711976 98,5 99,1",""
"401","Prispevki delodajalcev za socialno varnost","125234 125429 125375 100,1 100,0",""
"402","Izdatki za blago in storitve","154863 150123 149952 96,8 99,9",""
"7543","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","800 800 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","800 800 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","80000 50820 47358 59,2 93,2",""
"402","Izdatki za blago in storitve","80000 50820 47358 59,2 93,2",""
"6241","Upravna enota Ribnica","679701 691203 682291 100,4 98,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","679701 691203 682291 100,4 98,7",""
"0404","Upravne službe na lokalnem nivoju","679701 691203 682291 100,4 98,7",""
"04046201","Administracija upravnih enot","645901 665697 658469 102,0 98,9",""
"5156","Plače","538886 562486 558751 103,7 99,3",""
"400","Plače in drugi izdatki zaposlenim","462757 483900 480234 103,8 99,2",""
"401","Prispevki delodajalcev za socialno varnost","76129 78585 78517 103,1 99,9",""
"2775","Materialni stroški","105145 100807 97860 93,1 97,1",""
"402","Izdatki za blago in storitve","105145 100807 97860 93,1 97,1",""
"3654","Investicije in investicijsko vzdrževanje državnih organov","1720 1858 1858 108,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","1720 1858 1858 108,0 100,0",""
"5322","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","150 546 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","150 546 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","33800 25506 23822 70,5 93,4",""
"3948","Vplačane tiskovine","33800 25506 23822 70,5 93,4",""
"402","Izdatki za blago in storitve","33800 25506 23822 70,5 93,4",""
"6242","Upravna enota Ruše","928156 934534 914265 98,5 97,8",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","928156 934534 914265 98,5 97,8",""
"0404","Upravne službe na lokalnem nivoju","928156 934534 914265 98,5 97,8",""
"04046201","Administracija upravnih enot","880656 901285 881814 100,1 97,8",""
"5174","Plače","753498 776397 761332 101,0 98,1",""
"400","Plače in drugi izdatki zaposlenim","648951 665130 650435 100,2 97,8",""
"401","Prispevki delodajalcev za socialno varnost","104547 111267 110897 106,1 99,7",""
"402","Izdatki za blago in storitve","118308 114208 113219 95,7 99,1",""
"3657","Investicije in investicijsko vzdrževanje državnih organov","5500 7300 7262 132,0 99,5",""
"420","Nakup in gradnja osnovnih sredstev","5500 7300 7262 132,0 99,5",""
"7864","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","3350 3380 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","3350 3380 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","47500 33249 32451 68,3 97,6",""
"402","Izdatki za blago in storitve","47500 33249 32451 68,3 97,6",""
"6243","Upravna enota Sevnica","831615 809463 800471 96,3 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","831615 809463 800471 96,3 98,9",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","794615 776259 768710 96,7 99,0",""
"5187","Plače","671369 650105 644997 96,1 99,2",""
"400","Plače in drugi izdatki zaposlenim","573170 555696 550638 96,1 99,1",""
"401","Prispevki delodajalcev za socialno varnost","98199 94409 94358 96,1 100,0",""
"2788","Materialni stroški","121600 121700 120890 99,4 99,3",""
"402","Izdatki za blago in storitve","121600 121700 120890 99,4 99,3",""
"3660","Investicije in investicijsko vzdrževanje državnih organov","1646 1646 1617 98,2 98,2",""
"420","Nakup in gradnja osnovnih sredstev","1646 1646 1617 98,2 98,2",""
"7545","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 2682 1207 - 45,0",""
"420","Nakup in gradnja osnovnih sredstev","0 2682 1207 - 45,0",""
"402","Izdatki za blago in storitve","0 126 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","37000 33204 31761 85,8 95,7",""
"3953","Vplačane tiskovine","37000 33204 31761 85,8 95,7",""
"402","Izdatki za blago in storitve","37000 33204 31761 85,8 95,7",""
"6244","Upravna enota Sežana","1253059 1264820 1251844 99,9 99,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1253059 1264820 1251844 99,9 99,0",""
"0404","Upravne službe na lokalnem nivoju","1253059 1264820 1251844 99,9 99,0",""
"04046201","Administracija upravnih enot","1180059 1207309 1197133 101,5 99,2",""
"5200","Plače","988776 1014084 1005739 101,7 99,2",""
"400","Plače in drugi izdatki zaposlenim","848116 874304 866389 102,2 99,1",""
"401","Prispevki delodajalcev za socialno varnost","140660 139780 139350 99,1 99,7",""
"2789","Materialni stroški","178967 180667 180030 100,6 99,7",""
"402","Izdatki za blago in storitve","178967 180667 180030 100,6 99,7",""
"3661","Investicije in investicijsko vzdrževanje državnih organov","10516 10516 10477 99,6 99,6",""
"420","Nakup in gradnja osnovnih sredstev","10516 10516 10477 99,6 99,6",""
"8972","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","1800 2042 887 49,3 43,4",""
"420","Nakup in gradnja osnovnih sredstev","1800 2042 887 49,3 43,4",""
"04046202","Upravne storitve upravnih enot","73000 57510 54711 75,0 95,1",""
"3956","Vplačane tiskovine","73000 57510 54711 75,0 95,1",""
"402","Izdatki za blago in storitve","73000 57510 54711 75,0 95,1",""
"6245","Upravna enota Slovenj Gradec","927354 983953 967486 104,3 98,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","927354 983953 967486 104,3 98,3",""
"0404","Upravne službe na lokalnem nivoju","927354 983953 967486 104,3 98,3",""
"04046201","Administracija upravnih enot","882354 937683 922142 104,5 98,3",""
"5219","Plače","737877 789906 778877 105,6 98,6",""
"400","Plače in drugi izdatki zaposlenim","631667 673570 662658 104,9 98,4",""
"401","Prispevki delodajalcev za socialno varnost","106210 116335 116219 109,4 99,9",""
"402","Izdatki za blago in storitve","144477 144477 143266 99,2 99,2",""
"7858","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 3300 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3300 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","45000 46270 45343 100,8 98,0",""
"402","Izdatki za blago in storitve","45000 46270 45343 100,8 98,0",""
"6246","Upravna enota Slovenska Bistrica","1218921 1269853 1253485 102,8 98,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1218921 1269853 1253485 102,8 98,7",""
"0404","Upravne službe na lokalnem nivoju","1218921 1269853 1253485 102,8 98,7",""
"04046201","Administracija upravnih enot","1153921 1194934 1181863 102,4 98,9",""
"5225","Plače","970461 1011189 999988 103,0 98,9",""
"400","Plače in drugi izdatki zaposlenim","825508 860398 849639 102,9 98,8",""
"401","Prispevki delodajalcev za socialno varnost","144953 150791 150349 103,7 99,7",""
"2793","Materialni stroški","171544 171544 170778 99,6 99,6",""
"402","Izdatki za blago in storitve","171544 171544 170778 99,6 99,6",""
"3665","Investicije in investicijsko vzdrževanje državnih organov","10766 10766 10750 99,9 99,9",""
"420","Nakup in gradnja osnovnih sredstev","10766 10766 10750 99,9 99,9",""
"7550","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","1150 1435 347 30,2 24,2",""
"420","Nakup in gradnja osnovnih sredstev","1150 1435 347 30,2 24,2",""
"04046202","Upravne storitve upravnih enot","65000 74919 71622 110,2 95,6",""
"3958","Vplačane tiskovine","65000 74919 71622 110,2 95,6",""
"402","Izdatki za blago in storitve","65000 74919 71622 110,2 95,6",""
"6247","Upravna enota Slovenske Konjice","952774 967308 924093 97,0 95,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","952774 967308 924093 97,0 95,5",""
"0404","Upravne službe na lokalnem nivoju","952774 967308 924093 97,0 95,5",""
"04046201","Administracija upravnih enot","870774 912963 872911 100,3 95,6",""
"5230","Plače","699224 741132 729487 104,3 98,4",""
"400","Plače in drugi izdatki zaposlenim","589882 632455 621195 105,3 98,2",""
"401","Prispevki delodajalcev za socialno varnost","109342 108676 108292 99,0 99,7",""
"402","Izdatki za blago in storitve","159905 160186 133295 83,4 83,2",""
"3667","Investicije in investicijsko vzdrževanje državnih organov","8250 8250 8250 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","8250 8250 8250 100,0 100,0",""
"7546","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","3119 3119 1604 51,4 51,4",""
"420","Nakup in gradnja osnovnih sredstev","3119 3119 1604 51,4 51,4",""
"7947","Osnovna sredstva - sredstva odškodnine","276 276 276 100,0 100,0",""
"402","Izdatki za blago in storitve","276 276 276 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","82000 54345 51181 62,4 94,2",""
"3961","Vplačane tiskovine","82000 54345 51181 62,4 94,2",""
"402","Izdatki za blago in storitve","82000 54345 51181 62,4 94,2",""
"6248","Upravna enota Šentjur pri Celju","837028 851331 824463 98,5 96,8",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","837028 851331 824463 98,5 96,8",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","764928 785943 764399 99,9 97,3",""
"5241","Plače","644617 658288 647887 100,5 98,4",""
"400","Plače in drugi izdatki zaposlenim","551839 567355 557042 100,9 98,2",""
"401","Prispevki delodajalcev za socialno varnost","92778 90933 90846 97,9 99,9",""
"2795","Materialni stroški","105000 108100 107288 102,2 99,3",""
"402","Izdatki za blago in storitve","105000 108100 107288 102,2 99,3",""
"3668","Investicije in investicijsko vzdrževanje državnih organov","7500 7500 6516 86,9 86,9",""
"420","Nakup in gradnja osnovnih sredstev","7500 7500 6516 86,9 86,9",""
"9362","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","7811 7811 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","7811 7811 0 0,0 0,0",""
"9385","Stvarno premoženje - sredstva odškodnine","0 4244 2708 - 63,8",""
"402","Izdatki za blago in storitve","0 4244 2708 - 63,8",""
"04046202","Upravne storitve upravnih enot","72100 65388 60064 83,3 91,9",""
"3971","Vplačane tiskovine","72100 65388 60064 83,3 91,9",""
"402","Izdatki za blago in storitve","72100 65388 60064 83,3 91,9",""
"6249","Upravna enota Škofja Loka","1440431 1457038 1441202 100,1 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1440431 1457038 1441202 100,1 98,9",""
"0404","Upravne službe na lokalnem nivoju","1440431 1457038 1441202 100,1 98,9",""
"04046201","Administracija upravnih enot","1337090 1379431 1365340 102,1 99,0",""
"5247","Plače","1139838 1145814 1132152 99,3 98,8",""
"400","Plače in drugi izdatki zaposlenim","980156 986132 975729 99,6 99,0",""
"401","Prispevki delodajalcev za socialno varnost","159682 159682 156423 98,0 98,0",""
"2796","Materialni stroški","188231 224541 224136 119,1 99,8",""
"402","Izdatki za blago in storitve","188231 224541 224136 119,1 99,8",""
"3670","Investicije in investicijsko vzdrževanje državnih organov","6677 6677 6654 99,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","6677 6677 6654 99,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","2001 2001 2001 100,0 100,0",""
"402","Izdatki za blago in storitve","343 398 398 116,0 100,0",""
"04046202","Upravne storitve upravnih enot","103341 77607 75862 73,4 97,8",""
"3972","Vplačane tiskovine","103341 77607 75862 73,4 97,8",""
"402","Izdatki za blago in storitve","103341 77607 75862 73,4 97,8",""
"6250","Upravna enota Šmarje pri Jelšah","1610060 1671810 1660671 103,1 99,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1610060 1671810 1660671 103,1 99,3",""
"0404","Upravne službe na lokalnem nivoju","1610060 1671810 1660671 103,1 99,3",""
"04046201","Administracija upravnih enot","1540060 1601281 1593711 103,5 99,5",""
"5287","Plače","1322846 1395917 1392708 105,3 99,8",""
"400","Plače in drugi izdatki zaposlenim","1132182 1196828 1193986 105,5 99,8",""
"401","Prispevki delodajalcev za socialno varnost","190664 199089 198721 104,2 99,8",""
"2797","Materialni stroški","205532 193682 193615 94,2 100,0",""
"402","Izdatki za blago in storitve","205532 193682 193615 94,2 100,0",""
"3674","Investicije in investicijsko vzdrževanje državnih organov","6762 6762 6693 99,0 99,0",""
"420","Nakup in gradnja osnovnih sredstev","6762 6762 6693 99,0 99,0",""
"420","Nakup in gradnja osnovnih sredstev","4224 4224 0 0,0 0,0",""
"7509","Osnovna sredstva - sredstva odškodnine","696 696 696 100,0 100,0",""
"402","Izdatki za blago in storitve","696 696 696 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","70000 70528 66960 95,7 94,9",""
"402","Izdatki za blago in storitve","70000 70528 66960 95,7 94,9",""
"6251","Upravna enota Tolmin","1062390 1092559 1074409 101,1 98,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1062390 1092559 1074409 101,1 98,3",""
